feature_0,feature_1
0.550891405923146,0.11022402319350147
-0.9335614157928858,-1.0780273145291268
-0.4319836234436801,1.0094425161869376
-0.8966859784172352,-0.048334384110960964
0.1956559400045345,-0.12840498243187892
0.0010405709842224932,0.23398946676207705
-0.07367453155031518,0.046507009218822934
0.045307630902768355,-1.2984739999239117
0.11976140002983167,0.8936836890559939
0.9402743802892993,0.49392239722625686
-0.007632019695483945,0.02991864698727322
0.7701065845961467,1.2343287128369358
1.1288129045660735,-0.5338006317777823
0.1137453282473633,-0.29750591696652406
-0.1824072742337093,-0.20276415704290687
0.19015600952454415,-0.19880750506332162
0.15099963904006755,-0.43065836740057967
0.3054673492995284,0.7254451403969625
0.5058046775680595,-0.40491820308820564
-0.4235648304807193,-0.10688901536614376
0.3240890650035807,-0.8586531306065645
0.16620812272327315,-0.1271084912581796
-0.1815951205406664,0.398819918570142
0.4233156721439406,0.3504298677564666
0.09453905199587377,0.6775411325381715
-1.056384404946053,0.5207493564787391
0.12413519846300247,-0.27257493627579776
0.49440109836827495,-0.5920734191348307
0.8877742092600298,0.038804014260484306
-0.06951682127552973,-0.004701431050950442
-0.7913463007934656,0.4519626236010723
0.044597877067088884,0.2518682236201619
0.07118733469392872,0.06673612452412954
-0.7445650061258933,1.213048398858009
1.356255578971435,-0.508500301802465
-0.5382727583977909,1.086577908187314
-0.45373976639443114,-0.053821076028300184
-0.04262247929181309,-0.14017121113691666
-0.6720830603860616,0.7756917801063603
0.649878841410116,-0.11644518630721638
0.17798530172343327,-0.042792833389301815
-0.00831768033485806,0.742718791929606
-0.051575073332925984,0.000891726308855512
-0.42864556305142276,1.2948768539745175
-0.08429695725867252,0.3789062555170685
0.9672115639390594,0.2282702114385508
-0.3610807581430718,-0.2970508790622681
-0.7799915160984832,-0.013130680901936096
0.7775403911324761,0.26064963384142986
-0.04963917804282476,0.2728022798482824
1.2194073421620564,-0.7926272908973543
0.07620048066709494,1.160199550901737
0.8644736293165916,1.1129539217401236
-1.3392947122790304,0.08888557012532082
0.8932071991876431,-0.08075125268088537
0.06899879162813521,1.381088847052439
-0.06238088775639939,-0.1171674076328127
0.021443471432537664,-0.293191171162137
0.005264287927794367,0.06763637713950355
-0.06658394607300368,-0.4834316729208493
-0.39314352212561454,0.4305180030283051
-0.274299015299927,-0.30071285066639514
-0.8306599508295016,-0.9248336223383395
-0.5216679371144414,-0.11927560365550248
0.35538958184393216,0.22644578217908015
0.41571316578136935,-0.6998931352824278
-0.09094030103369166,0.1908246454564005
0.4673281634674002,1.1088392031646002
0.10817601851492828,0.028337176688252464
-1.24541437694947,-0.8002006856790731
-0.5091903698201017,-1.0404516474210013
0.29645604175704793,0.031010320908084418
-0.008259276122930781,-0.0006287744909320577
0.17998681352403073,1.2098775825996044
-0.6489468278527761,-0.8384953487409831
0.5003181856118477,0.9723412353799123
-0.41954018079291633,-1.0781541721728065
-0.0841084624551905,0.0725371632811413
0.49576738176956275,-0.2081693538686684
0.1128590089883039,0.1321761390700438
-0.7010192373598145,1.0884410674480187
0.7072120167341875,0.6115369260534754
0.4418138439083237,-0.22618777320307648
0.06839738087283924,-0.06641567619672141
-0.023266770971338797,0.4658928710688869
-0.2614041882760234,-0.4118158380047363
0.4486234290833002,-0.998232770291058
-0.8993888935529494,-0.3250823880734259
-1.3077909860589934,-0.24650000123714313
0.03624571212241157,0.707394411435782
0.1495625410866184,0.09905710243189692
0.854407769710733,-0.6438968455309251
0.9249907881884404,-0.6683399544500624
-0.5642625736514939,-0.6248439454191693
-0.6136935515692572,0.9801829462086454
-0.43238726985295656,0.6013883550535803
-0.11800764264802673,-0.7751682532408635
0.51190252355661,-0.3863111203800276
0.028928838175466855,-0.02483786085375501
0.030200936914449972,-0.15899422458522003
